frame,pc,trace_last,trace_seq,addr,tile,byte_in_tile,value,vram_addr,ppu_index,ppu_ptr_raw,ppu_ptr_res,d0,d1,d2,d3,d4,a0,a1
14,000C9E,0403,002B,FFC0A1,00A,1,00,00A1,0000,0302,00000000,00000400,00000001,00000000,000000A1,FFFFFFFFC00000A1,00FFC000,00000302
14,000C9E,0403,002B,FFC0A2,00A,2,00,00A2,0000,0302,00000000,00000400,00000001,00000000,000000A2,FFFFFFFFC00000A2,00FFC000,00000302
14,000C9E,0403,002B,FFC0A3,00A,3,00,00A3,0000,0302,00000000,00000400,00000001,00000000,000000A3,FFFFFFFFC00000A3,00FFC000,00000302
14,000C9E,0403,002B,FFC0A4,00A,4,00,00A4,0000,0302,00000000,00000400,00000001,00000000,000000A4,FFFFFFFFC00000A4,00FFC000,00000302
14,000C9E,0403,002B,FFC0A5,00A,5,00,00A5,0000,0302,00000000,00000400,00000001,00000000,000000A5,FFFFFFFFC00000A5,00FFC000,00000302
14,000C9E,0403,002B,FFC0A6,00A,6,00,00A6,0000,0302,00000000,00000400,00000001,00000000,000000A6,FFFFFFFFC00000A6,00FFC000,00000302
14,000C9E,0403,002B,FFC0A7,00A,7,00,00A7,0000,0302,00000000,00000400,00000001,00000000,000000A7,FFFFFFFFC00000A7,00FFC000,00000302
14,000C9E,0403,002B,FFC0A8,00A,8,00,00A8,0000,0302,00000000,00000400,00000001,00000000,000000A8,FFFFFFFFC00000A8,00FFC000,00000302
14,000C9E,0403,002B,FFC0A9,00A,9,00,00A9,0000,0302,00000000,00000400,00000001,00000000,000000A9,FFFFFFFFC00000A9,00FFC000,00000302
14,000C9E,0403,002B,FFC0AA,00A,10,00,00AA,0000,0302,00000000,00000400,00000001,00000000,000000AA,FFFFFFFFC00000AA,00FFC000,00000302
14,000C9E,0403,002B,FFC0AB,00A,11,00,00AB,0000,0302,00000000,00000400,00000001,00000000,000000AB,FFFFFFFFC00000AB,00FFC000,00000302
14,000C9E,0403,002B,FFC0AC,00A,12,00,00AC,0000,0302,00000000,00000400,00000001,00000000,000000AC,FFFFFFFFC00000AC,00FFC000,00000302
14,000C9E,0403,002B,FFC0AD,00A,13,00,00AD,0000,0302,00000000,00000400,00000001,00000000,000000AD,FFFFFFFFC00000AD,00FFC000,00000302
14,000C9E,0403,002B,FFC0AE,00A,14,00,00AE,0000,0302,00000000,00000400,00000001,00000000,000000AE,FFFFFFFFC00000AE,00FFC000,00000302
14,000C9E,0403,002B,FFC0AF,00A,15,00,00AF,0000,0302,00000000,00000400,00000001,00000000,000000AF,FFFFFFFFC00000AF,00FFC000,00000302
16,000C9E,0403,002B,FFC250,025,0,00,0250,0000,0302,00000000,00000400,00000001,00000000,00000250,FFFFFFFFC0000250,00FFC000,00000302
16,000C9E,0403,002B,FFC251,025,1,00,0251,0000,0302,00000000,00000400,00000001,00000000,00000251,FFFFFFFFC0000251,00FFC000,00000302
16,000C9E,0403,002B,FFC252,025,2,00,0252,0000,0302,00000000,00000400,00000001,00000000,00000252,FFFFFFFFC0000252,00FFC000,00000302
16,000C9E,0403,002B,FFC253,025,3,00,0253,0000,0302,00000000,00000400,00000001,00000000,00000253,FFFFFFFFC0000253,00FFC000,00000302
16,000C9E,0403,002B,FFC254,025,4,00,0254,0000,0302,00000000,00000400,00000001,00000000,00000254,FFFFFFFFC0000254,00FFC000,00000302
16,000C9E,0403,002B,FFC255,025,5,00,0255,0000,0302,00000000,00000400,00000001,00000000,00000255,FFFFFFFFC0000255,00FFC000,00000302
16,000C9E,0403,002B,FFC256,025,6,00,0256,0000,0302,00000000,00000400,00000001,00000000,00000256,FFFFFFFFC0000256,00FFC000,00000302
16,000C9E,0403,002B,FFC257,025,7,00,0257,0000,0302,00000000,00000400,00000001,00000000,00000257,FFFFFFFFC0000257,00FFC000,00000302
16,000C9E,0403,002B,FFC258,025,8,00,0258,0000,0302,00000000,00000400,00000001,00000000,00000258,FFFFFFFFC0000258,00FFC000,00000302
16,000C9E,0403,002B,FFC259,025,9,00,0259,0000,0302,00000000,00000400,00000001,00000000,00000259,FFFFFFFFC0000259,00FFC000,00000302
16,000C9E,0403,002B,FFC25A,025,10,00,025A,0000,0302,00000000,00000400,00000001,00000000,0000025A,FFFFFFFFC000025A,00FFC000,00000302
16,000C9E,0403,002B,FFC25B,025,11,00,025B,0000,0302,00000000,00000400,00000001,00000000,0000025B,FFFFFFFFC000025B,00FFC000,00000302
16,000C9E,0403,002B,FFC25C,025,12,00,025C,0000,0302,00000000,00000400,00000001,00000000,0000025C,FFFFFFFFC000025C,00FFC000,00000302
16,000C9E,0403,002B,FFC25D,025,13,00,025D,0000,0302,00000000,00000400,00000001,00000000,0000025D,FFFFFFFFC000025D,00FFC000,00000302
16,000C9E,0403,002B,FFC25E,025,14,00,025E,0000,0302,00000000,00000400,00000001,00000000,0000025E,FFFFFFFFC000025E,00FFC000,00000302
16,000C9E,0403,002B,FFC25F,025,15,00,025F,0000,0302,00000000,00000400,00000001,00000000,0000025F,FFFFFFFFC000025F,00FFC000,00000302
23,000C9E,0403,002D,FFC080,008,0,00,0080,0000,0302,00000000,00000400,00000003,00000000,00000080,FFFFFFFFC0000080,00FFC000,00000302
23,000C9E,0403,002D,FFC081,008,1,00,0081,0000,0302,00000000,00000400,00000003,00000000,00000081,FFFFFFFFC0000081,00FFC000,00000302
23,000C9E,0403,002D,FFC082,008,2,00,0082,0000,0302,00000000,00000400,00000003,00000000,00000082,FFFFFFFFC0000082,00FFC000,00000302
23,000C9E,0403,002D,FFC083,008,3,00,0083,0000,0302,00000000,00000400,00000003,00000000,00000083,FFFFFFFFC0000083,00FFC000,00000302
23,000C9E,0403,002D,FFC084,008,4,00,0084,0000,0302,00000000,00000400,00000003,00000000,00000084,FFFFFFFFC0000084,00FFC000,00000302
23,000C9E,0403,002D,FFC085,008,5,00,0085,0000,0302,00000000,00000400,00000003,00000000,00000085,FFFFFFFFC0000085,00FFC000,00000302
23,000C9E,0403,002D,FFC086,008,6,00,0086,0000,0302,00000000,00000400,00000003,00000000,00000086,FFFFFFFFC0000086,00FFC000,00000302
23,000C9E,0403,002D,FFC087,008,7,00,0087,0000,0302,00000000,00000400,00000003,00000000,00000087,FFFFFFFFC0000087,00FFC000,00000302
23,000C9E,0403,002D,FFC088,008,8,00,0088,0000,0302,00000000,00000400,00000003,00000000,00000088,FFFFFFFFC0000088,00FFC000,00000302
23,000C9E,0403,002D,FFC089,008,9,00,0089,0000,0302,00000000,00000400,00000003,00000000,00000089,FFFFFFFFC0000089,00FFC000,00000302
23,000C9E,0403,002D,FFC08A,008,10,00,008A,0000,0302,00000000,00000400,00000003,00000000,0000008A,FFFFFFFFC000008A,00FFC000,00000302
23,000C9E,0403,002D,FFC08B,008,11,00,008B,0000,0302,00000000,00000400,00000003,00000000,0000008B,FFFFFFFFC000008B,00FFC000,00000302
23,000C9E,0403,002D,FFC08C,008,12,00,008C,0000,0302,00000000,00000400,00000003,00000000,0000008C,FFFFFFFFC000008C,00FFC000,00000302
23,000C9E,0403,002D,FFC08D,008,13,00,008D,0000,0302,00000000,00000400,00000003,00000000,0000008D,FFFFFFFFC000008D,00FFC000,00000302
23,000C9E,0403,002D,FFC08E,008,14,00,008E,0000,0302,00000000,00000400,00000003,00000000,0000008E,FFFFFFFFC000008E,00FFC000,00000302
23,000C9E,0403,002D,FFC08F,008,15,00,008F,0000,0302,00000000,00000400,00000003,00000000,0000008F,FFFFFFFFC000008F,00FFC000,00000302
23,000C9E,0403,002D,FFC0A0,00A,0,00,00A0,0000,0302,00000000,00000400,00000003,00000000,000000A0,FFFFFFFFC00000A0,00FFC000,00000302
23,000C9E,0403,002D,FFC0A1,00A,1,00,00A1,0000,0302,00000000,00000400,00000003,00000000,000000A1,FFFFFFFFC00000A1,00FFC000,00000302
23,000C9E,0403,002D,FFC0A2,00A,2,00,00A2,0000,0302,00000000,00000400,00000003,00000000,000000A2,FFFFFFFFC00000A2,00FFC000,00000302
23,000C9E,0403,002D,FFC0A3,00A,3,00,00A3,0000,0302,00000000,00000400,00000003,00000000,000000A3,FFFFFFFFC00000A3,00FFC000,00000302
23,000C9E,0403,002D,FFC0A4,00A,4,00,00A4,0000,0302,00000000,00000400,00000003,00000000,000000A4,FFFFFFFFC00000A4,00FFC000,00000302
23,000C9E,0403,002D,FFC0A5,00A,5,00,00A5,0000,0302,00000000,00000400,00000003,00000000,000000A5,FFFFFFFFC00000A5,00FFC000,00000302
23,000C9E,0403,002D,FFC0A6,00A,6,00,00A6,0000,0302,00000000,00000400,00000003,00000000,000000A6,FFFFFFFFC00000A6,00FFC000,00000302
23,000C9E,0403,002D,FFC0A7,00A,7,00,00A7,0000,0302,00000000,00000400,00000003,00000000,000000A7,FFFFFFFFC00000A7,00FFC000,00000302
23,000C9E,0403,002D,FFC0A8,00A,8,00,00A8,0000,0302,00000000,00000400,00000003,00000000,000000A8,FFFFFFFFC00000A8,00FFC000,00000302
23,000C9E,0403,002D,FFC0A9,00A,9,00,00A9,0000,0302,00000000,00000400,00000003,00000000,000000A9,FFFFFFFFC00000A9,00FFC000,00000302
23,000C9E,0403,002D,FFC0AA,00A,10,00,00AA,0000,0302,00000000,00000400,00000003,00000000,000000AA,FFFFFFFFC00000AA,00FFC000,00000302
23,000C9E,0403,002D,FFC0AB,00A,11,00,00AB,0000,0302,00000000,00000400,00000003,00000000,000000AB,FFFFFFFFC00000AB,00FFC000,00000302
23,000C9E,0403,002D,FFC0AC,00A,12,00,00AC,0000,0302,00000000,00000400,00000003,00000000,000000AC,FFFFFFFFC00000AC,00FFC000,00000302
24,000C9E,0403,002D,FFC0AD,00A,13,00,00AD,0000,0302,00000000,00000400,00000003,00000000,000000AD,FFFFFFFFC00000AD,00FFC000,00000302
24,000C9E,0403,002D,FFC0AE,00A,14,00,00AE,0000,0302,00000000,00000400,00000003,00000000,000000AE,FFFFFFFFC00000AE,00FFC000,00000302
24,000C9E,0403,002D,FFC0AF,00A,15,00,00AF,0000,0302,00000000,00000400,00000003,00000000,000000AF,FFFFFFFFC00000AF,00FFC000,00000302
26,000C9E,0403,002D,FFC250,025,0,00,0250,0000,0302,00000000,00000400,00000003,00000000,00000250,FFFFFFFFC0000250,00FFC000,00000302
26,000C9E,0403,002D,FFC251,025,1,00,0251,0000,0302,00000000,00000400,00000003,00000000,00000251,FFFFFFFFC0000251,00FFC000,00000302
26,000C9E,0403,002D,FFC252,025,2,00,0252,0000,0302,00000000,00000400,00000003,00000000,00000252,FFFFFFFFC0000252,00FFC000,00000302
26,000C9E,0403,002D,FFC253,025,3,00,0253,0000,0302,00000000,00000400,00000003,00000000,00000253,FFFFFFFFC0000253,00FFC000,00000302
26,000C9E,0403,002D,FFC254,025,4,00,0254,0000,0302,00000000,00000400,00000003,00000000,00000254,FFFFFFFFC0000254,00FFC000,00000302
26,000C9E,0403,002D,FFC255,025,5,00,0255,0000,0302,00000000,00000400,00000003,00000000,00000255,FFFFFFFFC0000255,00FFC000,00000302
26,000C9E,0403,002D,FFC256,025,6,00,0256,0000,0302,00000000,00000400,00000003,00000000,00000256,FFFFFFFFC0000256,00FFC000,00000302
26,000C9E,0403,002D,FFC257,025,7,00,0257,0000,0302,00000000,00000400,00000003,00000000,00000257,FFFFFFFFC0000257,00FFC000,00000302
26,000C9E,0403,002D,FFC258,025,8,00,0258,0000,0302,00000000,00000400,00000003,00000000,00000258,FFFFFFFFC0000258,00FFC000,00000302
26,000C9E,0403,002D,FFC259,025,9,00,0259,0000,0302,00000000,00000400,00000003,00000000,00000259,FFFFFFFFC0000259,00FFC000,00000302
26,000C9E,0403,002D,FFC25A,025,10,00,025A,0000,0302,00000000,00000400,00000003,00000000,0000025A,FFFFFFFFC000025A,00FFC000,00000302
26,000C9E,0403,002D,FFC25B,025,11,00,025B,0000,0302,00000000,00000400,00000003,00000000,0000025B,FFFFFFFFC000025B,00FFC000,00000302
26,000C9E,0403,002D,FFC25C,025,12,00,025C,0000,0302,00000000,00000400,00000003,00000000,0000025C,FFFFFFFFC000025C,00FFC000,00000302
26,000C9E,0403,002D,FFC25D,025,13,00,025D,0000,0302,00000000,00000400,00000003,00000000,0000025D,FFFFFFFFC000025D,00FFC000,00000302
26,000C9E,0403,002D,FFC25E,025,14,00,025E,0000,0302,00000000,00000400,00000003,00000000,0000025E,FFFFFFFFC000025E,00FFC000,00000302
26,000C9E,0403,002D,FFC25F,025,15,00,025F,0000,0302,00000000,00000400,00000003,00000000,0000025F,FFFFFFFFC000025F,00FFC000,00000302
END
