frame,system,rom_label,pc,ram_0000_t49,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7
163,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,8A,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,42,01,D6,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,09,14,0E,1D,1D,80,0C,3F,00,FF,04,04,36,17,37,0F,FF
164,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,8B,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,43,01,D8,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,08,13,0D,1C,1C,80,0D,3F,00,FF,04,04,36,17,37,0F,FF
165,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,8C,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,43,01,DA,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,07,12,0C,1B,1B,80,0E,3F,00,FF,04,04,36,17,37,0F,FF
166,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,8D,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,44,01,DC,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,06,11,0B,1A,1A,80,0F,3F,00,3F,04,04,36,17,27,0F,FF
167,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,8E,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,44,01,DE,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,05,10,0A,19,19,80,10,3F,00,FF,04,04,36,17,27,0F,FF
168,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,8F,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,45,01,E0,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,04,0F,09,18,18,80,11,3F,00,FF,04,04,36,17,27,0F,FF
169,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,90,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,45,01,E2,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,03,0E,08,17,17,80,12,3F,00,FF,04,04,36,17,27,0F,FF
170,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,91,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,46,01,B2,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,02,0D,07,16,16,80,13,3F,00,FF,04,04,36,17,27,0F,FF
171,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,92,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,46,01,B4,C0,00,00,00,00,00,01,20,4F,00,80,06,25,40,50,01,0C,06,15,15,80,14,3F,00,FF,04,04,36,17,27,0F,FF
172,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,93,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,47,01,B6,C0,00,00,00,00,00,01,20,4F,00,80,07,25,40,50,14,1F,05,14,14,80,01,3F,00,3F,04,04,36,17,17,0F,FF
173,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,94,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,47,01,B8,C0,00,00,00,00,00,01,20,4F,00,80,07,25,40,50,13,1E,04,13,13,80,02,3F,00,FF,04,04,36,17,17,0F,FF
174,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,95,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,48,01,BA,C0,00,00,00,00,00,01,20,4F,00,80,07,25,40,50,12,1D,03,12,12,80,03,3F,00,FF,04,04,36,17,17,0F,FF
175,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,96,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,48,01,BC,C0,00,00,00,00,00,01,20,4F,00,80,07,25,40,50,11,1C,02,11,11,80,04,3F,00,FF,04,04,36,17,17,0F,FF
176,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,97,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,49,01,BE,C0,00,00,00,00,00,01,20,4F,00,80,07,25,40,50,10,1B,01,10,10,80,05,3F,00,FF,04,04,36,17,17,0F,FF
177,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,98,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,49,01,C0,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,0F,1A,14,0F,0F,80,06,3F,00,FF,04,04,36,17,17,0F,FF
178,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,99,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4A,01,C2,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,0E,19,13,0E,0E,80,07,3F,00,3F,04,04,36,17,07,0F,FF
179,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,9A,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4A,01,C4,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,0D,18,12,0D,0D,80,08,3F,00,FF,04,04,36,17,07,0F,FF
180,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,9B,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4B,01,C6,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,0C,17,11,0C,0C,80,09,3F,00,FF,04,04,36,17,07,0F,FF
181,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,9C,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4B,01,C8,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,0B,16,10,0B,0B,80,0A,3F,00,FF,04,04,36,17,07,0F,FF
182,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,9D,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4C,01,CA,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,0A,15,0F,0A,0A,80,0B,3F,00,FF,04,04,36,17,07,0F,FF
183,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,9E,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4C,01,CC,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,09,14,0E,09,09,80,0C,3F,00,FF,04,04,36,17,07,0F,FF
184,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,9F,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4D,01,CE,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,08,13,0D,08,08,80,0D,3F,00,3F,04,04,36,17,07,0F,FF
185,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A0,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4D,01,D0,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,07,12,0C,07,07,80,0E,3F,00,FF,04,04,36,17,07,0F,FF
186,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A1,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4E,01,D2,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,06,11,0B,06,06,80,0F,3F,00,FF,04,04,36,17,07,0F,FF
187,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A2,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4E,01,D4,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,05,10,0A,05,05,80,10,3F,00,FF,04,04,36,17,07,0F,FF
188,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A3,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4F,01,D6,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,04,0F,09,04,04,80,11,3F,00,FF,04,04,36,17,07,0F,FF
189,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A4,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,4F,01,D8,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,03,0E,08,03,03,80,12,3F,00,FF,04,04,36,17,07,0F,FF
190,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A5,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,50,01,DA,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,02,0D,07,02,02,80,13,3F,00,3F,04,04,36,17,17,0F,FF
191,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,A6,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,50,01,DC,C0,00,00,00,00,00,01,20,4F,00,80,07,26,40,50,01,0C,06,01,01,80,14,3F,00,FF,04,04,36,17,17,0F,FF
192,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,A7,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,51,01,DE,C0,00,00,00,00,00,01,20,4F,00,80,09,26,42,50,0A,1F,05,28,50,80,01,3F,00,FF,04,04,36,17,17,0F,FF
193,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A8,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,51,01,E0,C0,00,00,00,00,00,01,20,4F,00,80,09,26,42,50,09,1E,04,27,4F,80,02,3F,00,FF,04,04,36,17,17,0F,FF
194,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,A9,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,52,01,E2,C0,00,00,00,00,00,01,20,4F,00,80,09,26,42,50,08,1D,03,26,4E,80,03,3F,00,FF,04,04,36,17,17,0F,FF
195,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,AA,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,52,01,B2,C0,00,00,00,00,00,01,20,4F,00,80,09,26,42,50,07,1C,02,25,4D,80,04,3F,00,FF,04,04,36,17,17,0F,FF
196,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,AB,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,53,01,B4,C0,00,00,00,00,00,01,20,4F,00,80,09,26,42,50,06,1B,01,24,4C,80,05,3F,00,FF,04,04,36,17,17,0F,FF
197,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,AC,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,53,01,B6,C0,00,00,00,00,00,01,20,4F,00,80,09,28,42,50,05,1A,0A,23,4B,80,06,3F,00,FF,04,04,36,17,17,0F,FF
198,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,AD,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,54,01,B8,C0,00,00,00,00,00,01,20,4F,00,80,09,28,42,50,04,19,09,22,4A,80,07,3F,00,FF,04,04,36,17,17,0F,FF
199,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,AE,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,54,01,BA,C0,00,00,00,00,00,01,20,4F,00,80,09,28,42,50,03,18,08,21,49,80,08,3F,00,FF,04,04,36,17,17,0F,FF
200,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,AF,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,55,01,BC,C0,00,00,00,00,00,01,20,4F,00,80,09,28,42,50,02,17,07,20,48,80,09,3F,00,FF,04,04,36,17,17,0F,FF
201,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,B0,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,55,01,BE,C0,00,00,00,00,00,01,20,4F,00,80,09,28,42,50,01,16,06,1F,47,80,0A,3F,00,FF,04,04,36,17,17,0F,FF
202,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,B1,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,56,01,C0,C0,00,00,00,00,00,01,20,4F,00,80,0A,28,42,50,0A,1F,05,1E,46,80,01,3F,00,FF,04,04,36,17,17,0F,FF
203,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,B2,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,56,01,C2,C0,00,00,00,00,00,01,20,4F,00,80,0A,28,42,50,09,1E,04,1D,45,80,02,3F,00,FF,04,04,36,17,17,0F,FF
204,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,B3,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,57,01,C4,C0,00,00,00,00,00,01,20,4F,00,80,0A,28,42,50,08,1D,03,1C,44,80,03,3F,00,FF,04,04,36,17,17,0F,FF
205,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,B4,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,57,01,C6,C0,00,00,00,00,00,01,20,4F,00,80,0A,28,42,50,07,1C,02,1B,43,80,04,3F,00,FF,04,04,36,17,17,0F,FF
206,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,B5,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,58,01,C8,C0,00,00,00,00,00,01,20,4F,00,80,0A,28,42,50,06,1B,01,1A,42,80,05,3F,00,3F,04,04,36,17,27,0F,FF
207,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,B6,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,58,01,CA,C0,00,00,00,00,00,01,20,4F,00,80,0A,29,42,50,05,1A,0A,19,41,80,06,3F,00,FF,04,04,36,17,27,0F,FF
208,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,B7,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,59,01,CC,C0,00,00,00,00,00,01,20,4F,00,80,0A,29,42,50,04,19,09,18,40,80,07,3F,00,FF,04,04,36,17,27,0F,FF
209,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,B8,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,59,01,CE,C0,00,00,00,00,00,01,20,4F,00,80,0A,29,42,50,03,18,08,17,3F,80,08,3F,00,FF,04,04,36,17,27,0F,FF
210,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,B9,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5A,01,D0,C0,00,00,00,00,00,01,20,4F,00,80,0A,29,42,50,02,17,07,16,3E,80,09,3F,00,FF,04,04,36,17,27,0F,FF
211,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,BA,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5A,01,D2,C0,00,00,00,00,00,01,20,4F,00,80,0A,29,42,50,01,16,06,15,3D,80,0A,3F,00,FF,04,04,36,17,27,0F,FF
212,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,BB,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5B,01,D4,C0,00,00,00,00,00,01,20,4F,00,80,0C,29,42,50,50,1F,05,14,3C,80,01,3F,00,3F,04,04,36,17,37,0F,FF
213,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,BC,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5B,01,D6,C0,00,00,00,00,00,01,20,4F,00,80,0C,29,42,50,4F,1E,04,13,3B,80,02,3F,00,FF,04,04,36,17,37,0F,FF
214,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,BD,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5C,01,D8,C0,00,00,00,00,00,01,20,4F,00,80,0C,29,42,50,4E,1D,03,12,3A,80,03,3F,00,FF,04,04,36,17,37,0F,FF
215,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,BE,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5C,01,DA,C0,00,00,00,00,00,01,20,4F,00,80,0C,29,42,50,4D,1C,02,11,39,80,04,3F,00,FF,04,04,36,17,37,0F,FF
216,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,BF,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5D,01,DC,C0,00,00,00,00,00,01,20,4F,00,80,0C,29,42,50,4C,1B,01,10,38,80,05,3F,00,FF,04,04,36,17,37,0F,FF
217,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,C0,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5D,01,DE,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,4B,1A,50,0F,37,80,06,3F,00,FF,04,04,36,17,37,0F,FF
218,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,C1,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5E,01,E0,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,4A,19,4F,0E,36,80,07,3F,00,3F,04,04,36,17,37,0F,FF
219,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,C2,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5E,01,E2,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,49,18,4E,0D,35,80,08,3F,00,FF,04,04,36,17,37,0F,FF
220,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,C3,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5F,01,B2,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,48,17,4D,0C,34,80,09,3F,00,FF,04,04,36,17,37,0F,FF
221,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,C4,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,5F,01,B4,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,47,16,4C,0B,33,80,0A,3F,00,FF,04,04,36,17,37,0F,FF
222,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,C5,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,60,01,B6,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,46,15,4B,0A,32,80,0B,3F,00,FF,04,04,36,17,37,0F,FF
223,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,C6,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,60,01,B8,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,45,14,4A,09,31,80,0C,3F,00,FF,04,04,36,17,37,0F,FF
224,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,C7,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,61,01,BA,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,44,13,49,08,30,80,0D,3F,00,3F,04,04,36,17,27,0F,FF
225,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,C8,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,61,01,BC,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,43,12,48,07,2F,80,0E,3F,00,FF,04,04,36,17,27,0F,FF
226,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,C9,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,62,01,BE,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,42,11,47,06,2E,80,0F,3F,00,FF,04,04,36,17,27,0F,FF
227,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,CA,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,62,01,C0,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,41,10,46,05,2D,80,10,3F,00,FF,04,04,36,17,27,0F,FF
228,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,CB,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,63,01,C2,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,40,0F,45,04,2C,80,11,3F,00,FF,04,04,36,17,27,0F,FF
229,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,CC,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,63,01,C4,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,3F,0E,44,03,2B,80,12,3F,00,FF,04,04,36,17,27,0F,FF
230,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,CD,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,64,01,C6,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,3E,0D,43,02,2A,80,13,3F,00,3F,04,04,36,17,17,0F,FF
231,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,CE,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,64,01,C8,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,42,50,3D,0C,42,01,29,80,14,3F,00,FF,04,04,36,17,17,0F,FF
232,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,CF,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,65,01,CA,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,3C,0B,41,28,28,80,15,3F,00,FF,04,04,36,17,17,0F,FF
233,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,D0,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,65,01,CC,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,3B,0A,40,27,27,80,16,3F,00,FF,04,04,36,17,17,0F,FF
234,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,D1,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,66,01,CE,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,3A,09,3F,26,26,80,17,3F,00,FF,04,04,36,17,17,0F,FF
235,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,D2,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,66,01,D0,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,39,08,3E,25,25,80,18,3F,00,FF,04,04,36,17,17,0F,FF
236,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,D3,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,67,01,D2,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,38,07,3D,24,24,80,19,3F,00,3F,04,04,36,17,07,0F,FF
237,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,D4,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,67,01,D4,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,37,06,3C,23,23,80,1A,3F,00,FF,04,04,36,17,07,0F,FF
238,nes,current_nes,E45C,34,3B,90,02,00,01,00,00,00,D5,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,68,01,D6,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,36,05,3B,22,22,80,1B,3F,00,FF,04,04,36,17,07,0F,FF
239,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,D6,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,68,01,D8,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,35,04,3A,21,21,80,1C,3F,00,FF,04,04,36,17,07,0F,FF
240,nes,current_nes,E45D,34,3B,90,02,00,01,00,00,00,D7,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,69,01,DA,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,34,03,39,20,20,80,1D,3F,00,FF,04,04,36,17,07,0F,FF
241,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,D8,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,69,01,DC,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,33,02,38,1F,1F,80,1E,3F,00,FF,04,04,36,17,07,0F,FF
242,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,D9,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,6A,01,DE,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,32,01,37,1E,1E,80,1F,3F,00,3F,04,04,36,17,07,0F,FF
243,nes,current_nes,E45B,34,3B,90,02,00,01,00,00,00,DA,00,00,00,00,00,8B,94,1A,A5,00,00,00,00,1E,B0,00,6A,01,E0,C0,00,00,00,00,00,01,20,4F,00,80,0C,2B,43,50,31,00,36,1D,1D,80,20,3F,00,FF,04,04,36,17,07,0F,FF
244,nes,current_nes,E45B,34,3B,90,02,00,01,00,01,12,DB,00,00,00,00,00,8B,94,1A,10,10,10,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,80,0C,2B,43,50,30,00,35,1C,1C,80,21,3F,00,FF,04,04,36,17,07,0F,FF
245,nes,current_nes,A35C,01,3E,62,0A,00,01,00,01,00,DC,01,00,00,00,00,8B,94,1A,10,00,10,00,00,00,30,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
246,nes,current_nes,A32C,00,6E,64,12,00,01,00,01,00,DC,02,00,00,00,00,8B,94,1A,10,00,10,00,00,00,30,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
247,nes,current_nes,E45D,FF,12,65,12,00,01,00,02,00,DC,03,00,00,00,00,8B,94,1A,10,00,10,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
248,nes,current_nes,A338,00,A9,64,12,00,01,00,02,00,DD,02,00,00,00,00,8B,94,1A,10,00,10,00,00,00,30,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
249,nes,current_nes,A359,00,04,63,0A,00,01,00,02,00,DD,01,00,00,00,00,8B,94,1A,10,00,10,00,00,00,30,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
250,nes,current_nes,E45D,1A,92,60,02,00,00,01,00,00,DD,00,00,00,00,00,8B,94,1A,10,00,10,00,00,00,B0,00,6B,01,E2,C0,00,00,00,00,5A,01,20,4F,00,00,0C,2B,43,50,2F,00,34,1B,1B,80,22,3F,00,FF,04,04,36,17,07,0F,FF
